"TicketNumber","Summary","Status","Priority","ReportedBy","AssignedTo","ClosedAt","CreatedAt"
"TKT-0225","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-14T01:27:21Z"
"TKT-0226","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2013-05-30T03:57:21Z","2025-07-14T03:12:21Z"
"TKT-0227","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-14T04:57:21Z"
"TKT-0228","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-14T06:42:21Z"
"TKT-0229","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-14T08:27:21Z"
"TKT-0230","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-06-03T07:57:21Z","2025-07-14T10:12:21Z"
"TKT-0231","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-07-14T11:57:21Z"
"TKT-0232","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-07-14T13:42:21Z"
"TKT-0233","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-07-14T15:27:21Z"
"TKT-0234","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2013-06-07T11:57:21Z","2025-07-14T17:12:21Z"
"TKT-0235","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-07-14T18:57:21Z"
"TKT-0236","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-07-14T20:42:21Z"
"TKT-0237","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-14T22:27:21Z"
"TKT-0238","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2013-06-11T15:57:21Z","2025-07-15T00:12:21Z"
"TKT-0239","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-07-15T01:57:21Z"
"TKT-0240","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-07-15T03:42:21Z"
"TKT-0241","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-15T05:27:21Z"
"TKT-0242","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2013-06-15T19:57:21Z","2025-07-15T07:12:21Z"
"TKT-0243","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-07-15T08:57:21Z"
"TKT-0244","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-07-15T10:42:21Z"
"TKT-0245","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-15T12:27:21Z"
"TKT-0246","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2013-06-18T23:57:21Z","2025-07-15T14:12:21Z"
"TKT-0247","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-15T15:57:21Z"
"TKT-0248","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-15T17:42:21Z"
"TKT-0249","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-15T19:27:21Z"
"TKT-0250","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-06-23T03:57:21Z","2025-07-15T21:12:21Z"
"TKT-0251","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-07-15T22:57:21Z"
"TKT-0252","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-07-16T00:42:21Z"
"TKT-0253","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-07-16T02:27:21Z"
"TKT-0254","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2013-06-27T07:57:21Z","2025-07-16T04:12:21Z"
"TKT-0255","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-07-16T05:57:21Z"
"TKT-0256","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-07-16T07:42:21Z"
"TKT-0257","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-16T09:27:21Z"
"TKT-0258","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2013-07-01T11:57:21Z","2025-07-16T11:12:21Z"
"TKT-0259","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-07-16T12:57:21Z"
"TKT-0260","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-07-16T14:42:21Z"
"TKT-0261","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-16T16:27:21Z"
"TKT-0262","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2013-07-05T15:57:21Z","2025-07-16T18:12:21Z"
"TKT-0263","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-07-16T19:57:21Z"
"TKT-0264","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-07-16T21:42:21Z"
"TKT-0265","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-16T23:27:21Z"
"TKT-0266","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2013-07-09T19:57:21Z","2025-07-17T01:12:21Z"
"TKT-0267","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-17T02:57:21Z"
"TKT-0268","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-17T04:42:21Z"
"TKT-0269","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-17T06:27:21Z"
"TKT-0270","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-07-12T23:57:21Z","2025-07-17T08:12:21Z"
"TKT-0271","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-07-17T09:57:21Z"
"TKT-0272","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-07-17T11:42:21Z"
"TKT-0273","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-07-17T13:27:21Z"
"TKT-0274","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2013-07-17T03:57:21Z","2025-07-17T15:12:21Z"
"TKT-0275","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-07-17T16:57:21Z"
"TKT-0276","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-07-17T18:42:21Z"
"TKT-0277","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-17T20:27:21Z"
"TKT-0278","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2013-07-21T07:57:21Z","2025-07-17T22:12:21Z"
"TKT-0279","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-07-17T23:57:21Z"
"TKT-0280","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-07-18T01:42:21Z"
"TKT-0281","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-18T03:27:21Z"
"TKT-0282","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2013-07-25T11:57:21Z","2025-07-18T05:12:21Z"
"TKT-0283","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-07-18T06:57:21Z"
"TKT-0284","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-07-18T08:42:21Z"
"TKT-0285","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-18T10:27:21Z"
"TKT-0286","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2013-07-29T15:57:21Z","2025-07-18T12:12:21Z"
"TKT-0287","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-18T13:57:21Z"
"TKT-0288","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-18T15:42:21Z"
"TKT-0289","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-18T17:27:21Z"
"TKT-0290","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-08-02T19:57:21Z","2025-07-18T19:12:21Z"
"TKT-0291","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-07-18T20:57:21Z"
"TKT-0292","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-07-18T22:42:21Z"
"TKT-0293","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-07-19T00:27:21Z"
"TKT-0294","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2013-08-05T23:57:21Z","2025-07-19T02:12:21Z"
"TKT-0295","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-07-19T03:57:21Z"
"TKT-0296","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-07-19T05:42:21Z"
"TKT-0297","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-19T07:27:21Z"
"TKT-0298","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2013-08-10T03:57:21Z","2025-07-19T09:12:21Z"
"TKT-0299","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-07-19T10:57:21Z"
"TKT-0300","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-07-19T12:42:21Z"
"TKT-0301","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-19T14:27:21Z"
"TKT-0302","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2013-08-14T07:57:21Z","2025-07-19T16:12:21Z"
"TKT-0303","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-07-19T17:57:21Z"
"TKT-0304","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-07-19T19:42:21Z"
"TKT-0305","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-19T21:27:21Z"
"TKT-0306","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2013-08-18T11:57:21Z","2025-07-19T23:12:21Z"
"TKT-0307","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-20T00:57:21Z"
"TKT-0308","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-20T02:42:21Z"
"TKT-0309","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-20T04:27:21Z"
"TKT-0310","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-08-22T15:57:21Z","2025-07-20T06:12:21Z"
"TKT-0311","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-07-20T07:57:21Z"
"TKT-0312","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-07-20T09:42:21Z"
"TKT-0313","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-07-20T11:27:21Z"
"TKT-0314","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2013-08-26T19:57:21Z","2025-07-20T13:12:21Z"
"TKT-0315","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-07-20T14:57:21Z"
"TKT-0316","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-07-20T16:42:21Z"
"TKT-0317","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-20T18:27:21Z"
"TKT-0318","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2013-08-29T23:57:21Z","2025-07-20T20:12:21Z"
"TKT-0319","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-07-20T21:57:21Z"
"TKT-0320","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-07-20T23:42:21Z"
"TKT-0321","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-21T01:27:21Z"
"TKT-0322","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2013-09-03T03:57:21Z","2025-07-21T03:12:21Z"
"TKT-0323","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-07-21T04:57:21Z"
"TKT-0324","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-07-21T06:42:21Z"
"TKT-0325","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-21T08:27:21Z"
"TKT-0326","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2013-09-07T07:57:21Z","2025-07-21T10:12:21Z"
"TKT-0327","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-21T11:57:21Z"
"TKT-0328","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-21T13:42:21Z"
"TKT-0329","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-21T15:27:21Z"
"TKT-0330","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-09-11T11:57:21Z","2025-07-21T17:12:21Z"
"TKT-0331","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-07-21T18:57:21Z"
"TKT-0332","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-07-21T20:42:21Z"
"TKT-0333","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-07-21T22:27:21Z"
"TKT-0334","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2013-09-15T15:57:21Z","2025-07-22T00:12:21Z"
"TKT-0335","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-07-22T01:57:21Z"
"TKT-0336","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-07-22T03:42:21Z"
"TKT-0337","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-22T05:27:21Z"
"TKT-0338","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2013-09-19T19:57:21Z","2025-07-22T07:12:21Z"
"TKT-0339","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-07-22T08:57:21Z"
"TKT-0340","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-07-22T10:42:21Z"
"TKT-0341","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-22T12:27:21Z"
"TKT-0342","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2013-09-22T23:57:21Z","2025-07-22T14:12:21Z"
"TKT-0343","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-07-22T15:57:21Z"
"TKT-0344","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-07-22T17:42:21Z"
"TKT-0345","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-22T19:27:21Z"
"TKT-0346","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2013-09-27T03:57:21Z","2025-07-22T21:12:21Z"
"TKT-0347","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-07-22T22:57:21Z"
"TKT-0348","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-07-23T00:42:21Z"
"TKT-0349","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-07-23T02:27:21Z"
"TKT-0350","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2013-10-01T07:57:21Z","2025-07-23T04:12:21Z"
